"#"	"Date"	"Heure, GMT+02:00"	"Temp., °C (LGR S/N: 9691738, SEN S/N: 9691738)"	"Intensité, Lux (LGR S/N: 9691738, SEN S/N: 9691738)"	"Coupleur attaché (LGR S/N: 9691738, SEN S/N: 9691738)"	"Hôte connecté (LGR S/N: 9691738, SEN S/N: 9691738)"	"Arrêté (LGR S/N: 9691738, SEN S/N: 9691738)"	"Fin de fichier (LGR S/N: 9691738, SEN S/N: 9691738)"
10273	12/07/19	10:00:00	17.665	656.6				
10274	12/07/19	11:00:00	17.284	710.4				
10275	12/07/19	12:00:00	17.189	1,205.6				
10276	12/07/19	13:00:00	17.189	1,980.6				
10277	12/07/19	14:00:00	17.284	3,616.7				
10278	12/07/19	15:00:00	16.999	2,583.4				
10279	12/07/19	16:00:00	17.760	3,444.5				
10280	12/07/19	17:00:00	17.855	2,755.6				
10281	12/07/19	18:00:00	18.236	1,636.1				
10282	12/07/19	19:00:00	18.140	807.3				
10283	12/07/19	20:00:00	17.760	139.9				
10284	12/07/19	21:00:00	17.475	0.0				
10285	12/07/19	22:00:00	17.570	0.0				
10286	12/07/19	23:00:00	17.189	0.0				
10287	13/07/19	00:00:00	17.475	0.0				
10288	13/07/19	01:00:00	17.189	0.0				
10289	13/07/19	02:00:00	17.760	0.0				
10290	13/07/19	03:00:00	17.950	0.0				
10291	13/07/19	04:00:00	17.950	0.0				
10292	13/07/19	05:00:00	17.665	0.0				
10293	13/07/19	06:00:00	17.475	64.6				
10294	13/07/19	07:00:00	17.379	215.3				
10295	13/07/19	08:00:00	18.806	376.7				
10296	13/07/19	09:00:00	18.331	667.4				
10297	13/07/19	10:00:00	17.665	925.7				
10298	13/07/19	11:00:00	17.760	344.4				
10299	13/07/19	12:00:00	18.045	484.4				
10300	13/07/19	13:00:00	18.045	947.2				
10301	13/07/19	14:00:00	17.950	1,894.5				
10302	13/07/19	15:00:00	17.950	2,325.0				
10303	13/07/19	16:00:00	17.855	4,822.3				
10304	13/07/19	17:00:00	17.855	3,616.7				
10305	13/07/19	18:00:00	17.570	1,894.5				
10306	13/07/19	19:00:00	17.570	764.2				
10307	13/07/19	20:00:00	17.475	118.4				
10308	13/07/19	21:00:00	17.475	0.0				
10309	13/07/19	22:00:00	17.379	0.0				
10310	13/07/19	23:00:00	17.760	0.0				
10311	14/07/19	00:00:00	20.138	0.0				
10312	14/07/19	01:00:00	20.138	0.0				
10313	14/07/19	02:00:00	20.329	0.0				
10314	14/07/19	03:00:00	18.616	0.0				
10315	14/07/19	04:00:00	18.140	0.0				
10316	14/07/19	05:00:00	18.711	0.0				
10317	14/07/19	06:00:00	18.045	75.3				
10318	14/07/19	07:00:00	17.950	269.1				
10319	14/07/19	08:00:00	18.616	366.0				
10320	14/07/19	09:00:00	17.855	495.1				
10321	14/07/19	10:00:00	17.570	818.1				
10322	14/07/19	11:00:00	17.570	936.5				
10323	14/07/19	12:00:00	17.379	1,087.2				
10324	14/07/19	13:00:00	17.284	2,066.7				
10325	14/07/19	14:00:00	17.094	2,927.8				
10326	14/07/19	15:00:00	16.903	3,616.7				
10327	14/07/19	16:00:00	16.903	4,133.4				
10328	14/07/19	17:00:00	16.808	3,272.2				
10329	14/07/19	18:00:00	16.523	1,980.6				
10330	14/07/19	19:00:00	16.523	914.9				
10331	14/07/19	20:00:00	17.570	172.2				
10332	14/07/19	21:00:00	18.236	0.0				
10333	14/07/19	22:00:00	18.616	0.0				
10334	14/07/19	23:00:00	20.710	0.0				
10335	15/07/19	00:00:00	17.379	0.0				
10336	15/07/19	01:00:00	17.284	0.0				
10337	15/07/19	02:00:00	17.665	0.0				
10338	15/07/19	03:00:00	17.855	0.0				
10339	15/07/19	04:00:00	17.855	0.0				
10340	15/07/19	05:00:00	17.379	0.0				
10341	15/07/19	06:00:00	17.284	64.6				
10342	15/07/19	07:00:00	17.284	258.3				
10343	15/07/19	08:00:00	17.379	710.4				
10344	15/07/19	09:00:00	16.808	796.5				
10345	15/07/19	10:00:00	16.713	699.7				
10346	15/07/19	11:00:00	16.999	1,119.5				
10347	15/07/19	12:00:00	16.903	1,894.5				
10348	15/07/19	13:00:00	16.999	1,550.0				
10349	15/07/19	14:00:00	16.903	3,272.2				
10350	15/07/19	15:00:00	16.618	2,583.4				
10351	15/07/19	16:00:00	20.710	968.8				
10352	15/07/19	17:00:00	21.855	344.4				
10353	15/07/19	18:00:00	23.100	333.7				
10354	15/07/19	19:00:00	19.948	269.1				
10355	15/07/19	20:00:00	20.424	0.0				
10356	15/07/19	21:00:00	18.996	0.0				
10357	15/07/19	22:00:00	19.092	0.0				
10358	15/07/19	23:00:00	18.806	0.0				
10359	16/07/19	00:00:00	18.616	0.0				
10360	16/07/19	01:00:00	18.236	0.0				
10361	16/07/19	02:00:00	17.760	0.0				
10362	16/07/19	03:00:00	17.665	0.0				
10363	16/07/19	04:00:00	17.094	0.0				
10364	16/07/19	05:00:00	17.475	0.0				
10365	16/07/19	06:00:00	17.855	43.1				
10366	16/07/19	07:00:00	18.426	193.8				
10367	16/07/19	08:00:00	17.760	301.4				
10368	16/07/19	09:00:00	17.379	516.7				
10369	16/07/19	10:00:00	17.475	958.0				
10370	16/07/19	11:00:00	17.665	1,119.5				
10371	16/07/19	12:00:00	17.665	1,065.6				
10372	16/07/19	13:00:00	17.950	2,411.1				
10373	16/07/19	14:00:00	18.331	3,961.1				
10374	16/07/19	15:00:00	18.236	4,650.0				
10375	16/07/19	16:00:00	18.331	4,133.4				
10376	16/07/19	17:00:00	18.236	3,100.0				
10377	16/07/19	18:00:00	18.045	1,980.6				
10378	16/07/19	19:00:00	17.570	753.5				
10379	16/07/19	20:00:00	17.950	107.6				
10380	16/07/19	21:00:00	17.855	0.0				
10381	16/07/19	22:00:00	18.521	0.0				
10382	16/07/19	23:00:00	19.187	0.0				
10383	17/07/19	00:00:00	22.333	0.0				
10384	17/07/19	01:00:00	23.292	0.0				
10385	17/07/19	02:00:00	19.377	0.0				
10386	17/07/19	03:00:00	19.187	0.0				
10387	17/07/19	04:00:00	18.806	0.0				
10388	17/07/19	05:00:00	18.426	0.0				
10389	17/07/19	06:00:00	18.426	75.3				
10390	17/07/19	07:00:00	18.426	236.8				
10391	17/07/19	08:00:00	18.236	366.0				
10392	17/07/19	09:00:00	18.331	495.1				
10393	17/07/19	10:00:00	18.045	678.1				
10394	17/07/19	11:00:00	17.665	947.2				
10395	17/07/19	12:00:00	17.570	1,345.5				
10396	17/07/19	13:00:00	17.379	1,980.6				
10397	17/07/19	14:00:00	17.094	3,616.7				
10398	17/07/19	15:00:00	16.903	4,305.6				
10399	17/07/19	16:00:00	17.094	4,305.6				
10400	17/07/19	17:00:00	22.333	3,616.7				
10401	17/07/19	18:00:00	22.333	1,636.1				
10402	17/07/19	19:00:00	20.519	828.8				
10403	17/07/19	20:00:00	21.378	150.7				
10404	17/07/19	21:00:00	19.567	0.0				
10405	17/07/19	22:00:00	18.616	0.0				
10406	17/07/19	23:00:00	18.045	0.0				
10407	18/07/19	00:00:00	18.616	0.0				
10408	18/07/19	01:00:00	18.045	0.0				
10409	18/07/19	02:00:00	17.760	0.0				
10410	18/07/19	03:00:00	17.855	0.0				
10411	18/07/19	04:00:00	18.521	0.0				
10412	18/07/19	05:00:00	17.855	0.0				
10413	18/07/19	06:00:00	18.236	64.6				
10414	18/07/19	07:00:00	17.855	258.3				
10415	18/07/19	08:00:00	18.331	409.0				
10416	18/07/19	09:00:00	17.284	527.4				
10417	18/07/19	10:00:00	16.999	624.3				
10418	18/07/19	11:00:00	17.284	871.9				
10419	18/07/19	12:00:00	17.665	1,216.3				
10420	18/07/19	13:00:00	19.377	2,238.9				
10421	18/07/19	14:00:00	20.519	3,961.1				
10422	18/07/19	15:00:00	18.236	4,822.3				
10423	18/07/19	16:00:00	18.521	3,961.1				
10424	18/07/19	17:00:00	18.236	3,444.5				
10425	18/07/19	18:00:00	18.616	2,066.7				
10426	18/07/19	19:00:00	18.711	721.2				
10427	18/07/19	20:00:00	18.711	161.5				
10428	18/07/19	21:00:00	18.806	0.0				
10429	18/07/19	22:00:00	18.901	0.0				
10430	18/07/19	23:00:00	19.092	0.0				
10431	19/07/19	00:00:00	19.282	0.0				
10432	19/07/19	01:00:00	18.996	0.0				
10433	19/07/19	02:00:00	18.521	0.0				
10434	19/07/19	03:00:00	17.855	0.0				
10435	19/07/19	04:00:00	18.045	0.0				
10436	19/07/19	05:00:00	19.282	0.0				
10437	19/07/19	06:00:00	19.092	64.6				
10438	19/07/19	07:00:00	19.758	301.4				
10439	19/07/19	08:00:00	19.187	495.1				
10440	19/07/19	09:00:00	18.901	624.3				
10441	19/07/19	10:00:00	18.426	775.0				
10442	19/07/19	11:00:00	18.140	645.8				
10443	19/07/19	12:00:00	18.616	1,184.0				
10444	19/07/19	13:00:00	19.472	1,980.6				
10445	19/07/19	14:00:00	18.901	3,100.0				
10446	19/07/19	15:00:00	19.187	4,133.4				
10447	19/07/19	16:00:00	19.758	3,100.0				
10448	19/07/19	17:00:00	20.519	1,808.3				
10449	19/07/19	18:00:00	20.710	1,119.5				
10450	19/07/19	19:00:00	19.092	818.1				
10451	19/07/19	20:00:00	18.996	150.7				
10452	19/07/19	21:00:00	17.094	0.0				
10453	19/07/19	22:00:00	18.236	0.0				
10454	19/07/19	23:00:00	17.284	0.0				
10455	20/07/19	00:00:00	17.570	0.0				
10456	20/07/19	01:00:00	18.521	0.0				
10457	20/07/19	02:00:00	18.521	0.0				
10458	20/07/19	03:00:00	20.615	0.0				
10459	20/07/19	04:00:00	19.092	0.0				
10460	20/07/19	05:00:00	19.092	0.0				
10461	20/07/19	06:00:00	20.138	75.3				
10462	20/07/19	07:00:00	18.331	279.9				
10463	20/07/19	08:00:00	17.855	441.3				
10464	20/07/19	09:00:00	17.760	570.5				
10465	20/07/19	10:00:00	18.140	742.7				
10466	20/07/19	11:00:00	17.950	925.7				
10467	20/07/19	12:00:00	17.855	1,248.6				
10468	20/07/19	13:00:00	17.379	1,894.5				
10469	20/07/19	14:00:00	17.284	3,444.5				
10470	20/07/19	15:00:00	17.284	3,616.7				
10471	20/07/19	16:00:00	17.570	3,788.9				
10472	20/07/19	17:00:00	18.140	3,100.0				
10473	20/07/19	18:00:00	19.472	1,980.6				
10474	20/07/19	19:00:00	21.473	871.9				
10475	20/07/19	20:00:00	22.717	118.4				
10476	20/07/19	21:00:00	20.710	0.0				
10477	20/07/19	22:00:00	21.187	0.0				
10478	20/07/19	23:00:00	22.812	0.0				
10479	21/07/19	00:00:00	21.760	0.0				
10480	21/07/19	01:00:00	20.805	0.0				
10481	21/07/19	02:00:00	18.806	0.0				
10482	21/07/19	03:00:00	18.616	0.0				
10483	21/07/19	04:00:00	18.045	0.0				
10484	21/07/19	05:00:00	17.475	0.0				
10485	21/07/19	06:00:00	17.379	64.6				
10486	21/07/19	07:00:00	17.950	236.8				
10487	21/07/19	08:00:00	17.570	366.0				
10488	21/07/19	09:00:00	17.094	495.1				
10489	21/07/19	10:00:00	17.570	656.6				
10490	21/07/19	11:00:00	17.284	914.9				
10491	21/07/19	12:00:00	18.806	1,377.8				
10492	21/07/19	13:00:00	20.138	2,066.7				
10493	21/07/19	14:00:00	22.525	3,788.9				
10494	21/07/19	15:00:00	22.142	4,650.0				
10495	21/07/19	16:00:00	23.581	3,961.1				
10496	21/07/19	17:00:00	20.138	2,755.6				
10497	21/07/19	18:00:00	20.805	2,152.8				
10498	21/07/19	19:00:00	19.567	807.3				
10499	21/07/19	20:00:00	18.045	86.1				
10500	21/07/19	21:00:00	18.331	0.0				
10501	21/07/19	22:00:00	18.521	0.0				
10502	21/07/19	23:00:00	18.045	0.0				
10503	22/07/19	00:00:00	17.665	0.0				
10504	22/07/19	01:00:00	18.426	0.0				
10505	22/07/19	02:00:00	18.521	0.0				
10506	22/07/19	03:00:00	18.331	0.0				
10507	22/07/19	04:00:00	19.377	0.0				
10508	22/07/19	05:00:00	20.424	0.0				
10509	22/07/19	06:00:00	19.092	53.8				
10510	22/07/19	07:00:00	19.662	279.9				
10511	22/07/19	08:00:00	21.760	441.3				
10512	22/07/19	09:00:00	18.521	570.5				
10513	22/07/19	10:00:00	18.045	753.5				
10514	22/07/19	11:00:00	18.140	968.8				
10515	22/07/19	12:00:00	18.331	1,463.9				
10516	22/07/19	13:00:00	18.616	1,636.1				
10517	22/07/19	14:00:00	18.045	2,927.8				
10518	22/07/19	15:00:00	18.045	818.1				
10519	22/07/19	16:00:00	17.950	742.7				
10520	22/07/19	17:00:00	17.760	807.3				
10521	22/07/19	18:00:00	17.950	1,377.8				
10522	22/07/19	19:00:00	18.140	581.3				
10523	22/07/19	20:00:00	18.236	75.3				
10524	22/07/19	21:00:00	19.282	0.0				
10525	22/07/19	22:00:00	19.472	0.0				
10526	22/07/19	23:00:00	20.329	0.0				
10527	23/07/19	00:00:00	19.948	0.0				
10528	23/07/19	01:00:00	20.043	0.0				
10529	23/07/19	02:00:00	19.377	0.0				
10530	23/07/19	03:00:00	19.377	0.0				
10531	23/07/19	04:00:00	18.521	0.0				
10532	23/07/19	05:00:00	18.045	0.0				
10533	23/07/19	06:00:00	18.045	43.1				
10534	23/07/19	07:00:00	18.140	183.0				
10535	23/07/19	08:00:00	18.521	333.7				
10536	23/07/19	09:00:00	19.187	462.9				
10537	23/07/19	10:00:00	18.236	527.4				
10538	23/07/19	11:00:00	18.140	764.2				
10539	23/07/19	12:00:00	17.570	1,097.9				
10540	23/07/19	13:00:00	17.665	1,722.2				
10541	23/07/19	14:00:00	18.996	3,100.0				
10542	23/07/19	15:00:00	18.045	4,477.8				
10543	23/07/19	16:00:00	21.473	4,305.6				
10544	23/07/19	17:00:00	22.046	3,100.0				
10545	23/07/19	18:00:00	21.760	1,722.2				
10546	23/07/19	19:00:00	20.329	753.5				
10547	23/07/19	20:00:00	20.234	96.9				
10548	23/07/19	21:00:00	19.948	0.0				
10549	23/07/19	22:00:00	19.758	0.0				
10550	23/07/19	23:00:00	19.282	0.0				
10551	24/07/19	00:00:00	18.711	0.0				
10552	24/07/19	01:00:00	19.472	0.0				
10553	24/07/19	02:00:00	18.901	0.0				
10554	24/07/19	03:00:00	19.948	0.0				
10555	24/07/19	04:00:00	18.616	0.0				
10556	24/07/19	05:00:00	17.950	0.0				
10557	24/07/19	06:00:00	17.379	43.1				
10558	24/07/19	07:00:00	17.475	193.8				
10559	24/07/19	08:00:00	17.570	290.6				
10560	24/07/19	09:00:00	17.379	387.5				
10561	24/07/19	10:00:00	17.379	516.7				
10562	24/07/19	11:00:00	17.284	699.7				
10563	24/07/19	12:00:00	17.379	1,065.6				
10564	24/07/19	13:00:00	18.426	1,636.1				
10565	24/07/19	14:00:00	18.236	3,100.0				
10566	24/07/19	15:00:00	18.901	3,788.9				
10567	24/07/19	16:00:00	20.519	3,616.7				
10568	24/07/19	17:00:00	20.901	2,755.6				
10569	24/07/19	18:00:00	21.187	1,722.2				
10570	24/07/19	19:00:00	20.996	699.7				
10571	24/07/19	20:00:00	20.424	86.1				
10572	24/07/19	21:00:00	19.377	0.0				
10573	24/07/19	22:00:00	19.187	0.0				
10574	24/07/19	23:00:00	19.567	0.0				
10575	25/07/19	00:00:00	18.521	0.0				
10576	25/07/19	01:00:00	18.140	0.0				
10577	25/07/19	02:00:00	18.045	0.0				
10578	25/07/19	03:00:00	18.045	0.0				
10579	25/07/19	04:00:00	18.711	0.0				
10580	25/07/19	05:00:00	19.662	0.0				
10581	25/07/19	06:00:00	18.806	53.8				
10582	25/07/19	07:00:00	19.092	215.3				
10583	25/07/19	08:00:00	19.187	344.4				
10584	25/07/19	09:00:00	18.616	452.1				
10585	25/07/19	10:00:00	19.092	570.5				
10586	25/07/19	11:00:00	18.616	753.5				
10587	25/07/19	12:00:00	18.236	1,076.4				
10588	25/07/19	13:00:00	18.236	1,636.1				
10589	25/07/19	14:00:00	17.950	3,272.2				
10590	25/07/19	15:00:00	18.045	3,788.9				
10591	25/07/19	16:00:00	17.665	3,444.5				
10592	25/07/19	17:00:00	17.760	2,669.5				
10593	25/07/19	18:00:00	17.665	1,550.0				
10594	25/07/19	19:00:00	18.806	624.3				
10595	25/07/19	20:00:00	19.567	86.1				
10596	25/07/19	21:00:00	19.662	0.0				
10597	25/07/19	22:00:00	20.519	0.0				
10598	25/07/19	23:00:00	20.615	0.0				
10599	26/07/19	00:00:00	19.187	0.0				
10600	26/07/19	01:00:00	19.187	0.0				
10601	26/07/19	02:00:00	19.377	0.0				
10602	26/07/19	03:00:00	19.092	0.0				
10603	26/07/19	04:00:00	18.901	0.0				
10604	26/07/19	05:00:00	18.521	0.0				
10605	26/07/19	06:00:00	18.521	43.1				
10606	26/07/19	07:00:00	18.236	215.3				
10607	26/07/19	08:00:00	18.236	355.2				
10608	26/07/19	09:00:00	18.140	473.6				
10609	26/07/19	10:00:00	17.950	624.3				
10610	26/07/19	11:00:00	17.950	807.3				
10611	26/07/19	12:00:00	17.570	1,076.4				
10612	26/07/19	13:00:00	18.140	1,550.0				
10613	26/07/19	14:00:00	18.521	2,497.2				
10614	26/07/19	15:00:00	19.092	3,444.5				
10615	26/07/19	16:00:00	19.187	3,272.2				
10616	26/07/19	17:00:00	19.187	2,583.4				
10617	26/07/19	18:00:00	20.138	1,463.9				
10618	26/07/19	19:00:00	18.996	624.3				
10619	26/07/19	20:00:00	18.616	75.3				
10620	26/07/19	21:00:00	18.711	0.0				
10621	26/07/19	22:00:00	18.616	0.0				
10622	26/07/19	23:00:00	18.901	0.0				
10623	27/07/19	00:00:00	18.806	0.0				
10624	27/07/19	01:00:00	18.806	0.0				
10625	27/07/19	02:00:00	18.616	0.0				
10626	27/07/19	03:00:00	18.616	0.0				
10627	27/07/19	04:00:00	18.711	0.0				
10628	27/07/19	05:00:00	19.187	0.0				
10629	27/07/19	06:00:00	20.519	32.3				
10630	27/07/19	07:00:00	20.615	226.0				
10631	27/07/19	08:00:00	21.187	398.3				
10632	27/07/19	09:00:00	21.473	559.7				
10633	27/07/19	10:00:00	19.758	742.7				
10634	27/07/19	11:00:00	19.092	893.4				
10635	27/07/19	12:00:00	18.806	1,184.0				
10636	27/07/19	13:00:00	18.331	1,636.1				
10637	27/07/19	14:00:00	18.045	2,583.4				
10638	27/07/19	15:00:00	18.616	3,444.5				
10639	27/07/19	16:00:00	18.426	2,927.8				
10640	27/07/19	17:00:00	18.045	1,808.3				
10641	27/07/19	18:00:00	18.426	430.6				
10642	27/07/19	19:00:00	18.331	452.1				
10643	27/07/19	20:00:00	18.045	53.8				
10644	27/07/19	21:00:00	20.043	0.0				
10645	27/07/19	22:00:00	20.424	0.0				
10646	27/07/19	23:00:00	21.951	0.0				
10647	28/07/19	00:00:00	21.473	0.0				
10648	28/07/19	01:00:00	21.187	0.0				
10649	28/07/19	02:00:00	20.901	0.0				
10650	28/07/19	03:00:00	21.664	0.0				
10651	28/07/19	04:00:00	22.812	0.0				
10652	28/07/19	05:00:00	21.760	0.0				
10653	28/07/19	06:00:00	20.615	21.5				
10654	28/07/19	07:00:00	19.472	139.9				
10655	28/07/19	08:00:00	18.521	129.2				
10656	28/07/19	09:00:00	19.187	635.1				
10657	28/07/19	10:00:00	19.472	172.2				
10658	28/07/19	11:00:00	19.948	1,173.3				
10659	28/07/19	12:00:00	18.616	1,065.6				
10660	28/07/19	13:00:00	18.426	1,463.9				
10661	28/07/19	14:00:00	18.331	2,411.1				
10662	28/07/19	15:00:00	19.187	301.4				
10663	28/07/19	16:00:00	20.234	3,100.0				
10664	28/07/19	17:00:00	23.581	1,108.7				
10665	28/07/19	18:00:00	24.641	1,894.5				
10666	28/07/19	19:00:00	24.931	635.1				
10667	28/07/19	20:00:00	25.028	64.6				
10668	28/07/19	21:00:00	25.125	0.0				
10669	28/07/19	22:00:00	25.319	0.0				
10670	28/07/19	23:00:00	25.416	0.0				
10671	29/07/19	00:00:00	25.416	0.0				
10672	29/07/19	01:00:00	18.711	0.0				
10673	29/07/19	02:00:00	18.140	0.0				
10674	29/07/19	03:00:00	17.855	0.0				
10675	29/07/19	04:00:00	17.379	0.0				
10676	29/07/19	05:00:00	17.094	0.0				
10677	29/07/19	06:00:00	17.094	10.8				
10678	29/07/19	07:00:00	16.903	86.1				
10679	29/07/19	08:00:00	16.808	139.9				
10680	29/07/19	09:00:00	16.808	269.1				
10681	29/07/19	10:00:00	17.379	602.8				
10682	29/07/19	11:00:00	17.379	958.0				
10683	29/07/19	12:00:00	17.665	1,205.6				
10684	29/07/19	13:00:00	18.806	1,980.6				
10685	29/07/19	14:00:00	20.234	3,272.2				
10686	29/07/19	15:00:00	23.966	4,133.4				
10687	29/07/19	16:00:00	23.869	4,133.4				
10688	29/07/19	17:00:00	24.158	3,444.5				
10689	29/07/19	18:00:00	22.908	1,894.5				
10690	29/07/19	19:00:00	21.569	710.4				
10691	29/07/19	20:00:00	20.424	86.1				
10692	29/07/19	21:00:00	19.567	0.0				
10693	29/07/19	22:00:00	18.426	0.0				
10694	29/07/19	23:00:00	18.045	0.0				
10695	30/07/19	00:00:00	18.045	0.0				
10696	30/07/19	01:00:00	17.950	0.0				
10697	30/07/19	02:00:00	17.760	0.0				
10698	30/07/19	03:00:00	17.379	0.0				
10699	30/07/19	04:00:00	17.094	0.0				
10700	30/07/19	05:00:00	17.665	0.0				
10701	30/07/19	06:00:00	17.379	32.3				
10702	30/07/19	07:00:00	17.094	215.3				
10703	30/07/19	08:00:00	17.475	355.2				
10704	30/07/19	09:00:00	17.760	462.9				
10705	30/07/19	10:00:00	18.045	667.4				
10706	30/07/19	11:00:00	18.045	914.9				
10707	30/07/19	12:00:00	18.236	1,313.2				
10708	30/07/19	13:00:00	18.331	1,980.6				
10709	30/07/19	14:00:00	18.236	3,272.2				
10710	30/07/19	15:00:00	21.569	3,788.9				
10711	30/07/19	16:00:00	21.282	3,961.1				
10712	30/07/19	17:00:00	19.377	2,583.4				
10713	30/07/19	18:00:00	19.377	1,550.0				
10714	30/07/19	19:00:00	19.758	570.5				
10715	30/07/19	20:00:00	19.758	75.3				
10716	30/07/19	21:00:00	19.187	0.0				
10717	30/07/19	22:00:00	18.806	0.0				
10718	30/07/19	23:00:00	18.521	0.0				
10719	31/07/19	00:00:00	18.426	0.0				
10720	31/07/19	01:00:00	19.187	0.0				
10721	31/07/19	02:00:00	18.521	0.0				
10722	31/07/19	03:00:00	18.331	0.0				
10723	31/07/19	04:00:00	20.424	0.0				
10724	31/07/19	05:00:00	21.282	0.0				
10725	31/07/19	06:00:00	19.567	32.3				
10726	31/07/19	07:00:00	18.616	226.0				
10727	31/07/19	08:00:00	20.519	387.5				
10728	31/07/19	09:00:00	20.424	538.2				
10729	31/07/19	10:00:00	20.615	699.7				
10730	31/07/19	11:00:00	19.282	936.5				
10731	31/07/19	12:00:00	18.901	1,324.0				
10732	31/07/19	13:00:00	18.806	1,808.3				
10733	31/07/19	14:00:00	18.236	3,272.2				
10734	31/07/19	15:00:00	17.855	3,788.9				
10735	31/07/19	16:00:00	17.665	3,616.7				
10736	31/07/19	17:00:00	17.665	2,583.4				
10737	31/07/19	18:00:00	18.236	1,463.9				
10738	31/07/19	19:00:00	18.806	570.5				
10739	31/07/19	20:00:00	19.187	53.8				
10740	31/07/19	21:00:00	20.138	0.0				
10741	31/07/19	22:00:00	19.948	0.0				
10742	31/07/19	23:00:00	20.996	0.0				
10743	01/08/19	00:00:00	22.142	0.0				
10744	01/08/19	01:00:00	23.196	0.0				
10745	01/08/19	02:00:00	19.567	0.0				
10746	01/08/19	03:00:00	18.901	0.0				
10747	01/08/19	04:00:00	17.855	0.0				
10748	01/08/19	05:00:00	17.665	0.0				
10749	01/08/19	06:00:00	17.570	21.5				
10750	01/08/19	07:00:00	17.379	193.8				
10751	01/08/19	08:00:00	17.665	322.9				
10752	01/08/19	09:00:00	17.189	430.6				
10753	01/08/19	10:00:00	17.284	559.7				
10754	01/08/19	11:00:00	18.045	796.5				
10755	01/08/19	12:00:00	18.140	1,130.2				
10756	01/08/19	13:00:00	19.282	2,066.7				
10757	01/08/19	14:00:00	21.282	3,616.7				
10758	01/08/19	15:00:00	21.951	3,961.1				
10759	01/08/19	16:00:00	21.569	3,788.9				
10760	01/08/19	17:00:00	20.519	2,755.6				
10761	01/08/19	18:00:00	20.138	1,636.1				
10762	01/08/19	19:00:00	19.282	592.0				
10763	01/08/19	20:00:00	18.521	43.1				
10764	01/08/19	21:00:00	18.331	0.0				
10765	01/08/19	22:00:00	18.806	0.0				
10766	01/08/19	23:00:00	18.806	0.0				
10767	02/08/19	00:00:00	19.472	0.0				
10768	02/08/19	01:00:00	19.187	0.0				
10769	02/08/19	02:00:00	19.187	0.0				
10770	02/08/19	03:00:00	18.901	0.0				
10771	02/08/19	04:00:00	19.282	0.0				
10772	02/08/19	05:00:00	19.567	0.0				
10773	02/08/19	06:00:00	19.567	21.5				
10774	02/08/19	07:00:00	18.806	193.8				
10775	02/08/19	08:00:00	19.472	322.9				
10776	02/08/19	09:00:00	19.187	462.9				
10777	02/08/19	10:00:00	19.092	667.4				
10778	02/08/19	11:00:00	18.331	1,097.9				
10779	02/08/19	12:00:00	18.901	452.1				
10780	02/08/19	13:00:00	18.806	344.4				
10781	02/08/19	14:00:00	18.616	2,755.6				
10782	02/08/19	15:00:00	18.426	3,788.9				
10783	02/08/19	16:00:00	18.331	2,325.0				
10784	02/08/19	17:00:00	18.426	688.9				
10785	02/08/19	18:00:00	18.806	1,302.4				
10786	02/08/19	19:00:00	18.996	301.4				
10787	02/08/19	20:00:00	18.996	10.8				
10788	02/08/19	21:00:00	20.996	0.0				
10789	02/08/19	22:00:00	22.238	0.0				
10790	02/08/19	23:00:00	21.187	0.0				
10791	03/08/19	00:00:00	22.429	0.0				
10792	03/08/19	01:00:00	22.621	0.0				
10793	03/08/19	02:00:00	20.901	0.0				
10794	03/08/19	03:00:00	21.664	0.0				
10795	03/08/19	04:00:00	19.758	0.0				
10796	03/08/19	05:00:00	18.996	0.0				
10797	03/08/19	06:00:00	18.711	10.8				
10798	03/08/19	07:00:00	18.236	183.0				
10799	03/08/19	08:00:00	17.855	312.2				
10800	03/08/19	09:00:00	18.426	430.6				
10801	03/08/19	10:00:00	17.950	570.5				
10802	03/08/19	11:00:00	17.855	818.1				
10803	03/08/19	12:00:00	17.760	1,076.4				
10804	03/08/19	13:00:00	17.284	1,808.3				
10805	03/08/19	14:00:00	17.379	2,927.8				
10806	03/08/19	15:00:00	18.426	3,272.2				
10807	03/08/19	16:00:00	19.377	4,133.4				
10808	03/08/19	17:00:00	20.901	2,927.8				
10809	03/08/19	18:00:00	24.545	1,550.0				
10810	03/08/19	19:00:00	22.812	549.0				
10811	03/08/19	20:00:00	19.662	43.1				
10812	03/08/19	21:00:00	19.472	0.0				
10813	03/08/19	22:00:00	20.043	0.0				
10814	03/08/19	23:00:00	19.853	0.0				
10815	04/08/19	00:00:00	19.567	0.0				
10816	04/08/19	01:00:00	20.138	0.0				
10817	04/08/19	02:00:00	19.472	0.0				
10818	04/08/19	03:00:00	18.616	0.0				
10819	04/08/19	04:00:00	17.950	0.0				
10820	04/08/19	05:00:00	18.426	0.0				
10821	04/08/19	06:00:00	17.855	21.5				
10822	04/08/19	07:00:00	18.140	183.0				
10823	04/08/19	08:00:00	18.236	333.7				
10824	04/08/19	09:00:00	17.760	473.6				
10825	04/08/19	10:00:00	17.189	613.5				
10826	04/08/19	11:00:00	17.475	785.8				
10827	04/08/19	12:00:00	17.475	1,087.2				
10828	04/08/19	13:00:00	17.284	1,722.2				
10829	04/08/19	14:00:00	17.950	2,927.8				
10830	04/08/19	15:00:00	18.236	4,133.4				
10831	04/08/19	16:00:00	21.187	3,272.2				
10832	04/08/19	17:00:00	22.238	2,669.5				
