"N.º"	"Fecha"	"Tiempo, GMT+02:00"	"Temp, °C (LGR S/N: 10933128, SEN S/N: 10933128, LBL: Porros_40m)"	"Acoplador separado (LGR S/N: 10933128, SEN S/N: 10933128)"	"Acoplador adjunto (LGR S/N: 10933128, SEN S/N: 10933128)"	"Host conectado (LGR S/N: 10933128, SEN S/N: 10933128)"	"Parado (LGR S/N: 10933128, SEN S/N: 10933128)"	"Final de archivo (LGR S/N: 10933128, SEN S/N: 10933128)"
58	18/05/22	14:45:00	15.796					
59	18/05/22	14:50:00	15.819					
60	18/05/22	14:55:00	15.819					
61	18/05/22	15:00:00	15.819					
62	18/05/22	15:05:00	15.819					
63	18/05/22	15:10:00	15.819					
64	18/05/22	15:15:00	15.819					
65	18/05/22	15:20:00	15.819					
66	18/05/22	15:25:00	15.819					
67	18/05/22	15:30:00	15.819					
68	18/05/22	15:35:00	15.819					
69	18/05/22	15:40:00	15.819					
70	18/05/22	15:45:00	15.819					
71	18/05/22	15:50:00	15.819					
72	18/05/22	15:55:00	15.843					
73	18/05/22	16:00:00	15.843					
74	18/05/22	16:05:00	15.819					
75	18/05/22	16:10:00	15.796					
76	18/05/22	16:15:00	15.772					
77	18/05/22	16:20:00	15.772					
78	18/05/22	16:25:00	15.772					
79	18/05/22	16:30:00	15.772					
80	18/05/22	16:35:00	15.748					
81	18/05/22	16:40:00	15.748					
82	18/05/22	16:45:00	15.748					
83	18/05/22	16:50:00	15.748					
84	18/05/22	16:55:00	15.748					
85	18/05/22	17:00:00	15.748					
86	18/05/22	17:05:00	15.748					
87	18/05/22	17:10:00	15.772					
88	18/05/22	17:15:00	15.772					
89	18/05/22	17:20:00	15.772					
90	18/05/22	17:25:00	15.772					
91	18/05/22	17:30:00	15.772					
92	18/05/22	17:35:00	15.772					
93	18/05/22	17:40:00	15.796					
94	18/05/22	17:45:00	15.796					
95	18/05/22	17:50:00	15.796					
96	18/05/22	17:55:00	15.819					
97	18/05/22	18:00:00	15.819					
98	18/05/22	18:05:00	15.819					
99	18/05/22	18:10:00	15.819					
100	18/05/22	18:15:00	15.843					
101	18/05/22	18:20:00	15.843					
102	18/05/22	18:25:00	15.843					
103	18/05/22	18:30:00	15.867					
104	18/05/22	18:35:00	15.867					
105	18/05/22	18:40:00	15.891					
106	18/05/22	18:45:00	15.891					
107	18/05/22	18:50:00	15.891					
108	18/05/22	18:55:00	15.891					
109	18/05/22	19:00:00	15.867					
110	18/05/22	19:05:00	15.891					
111	18/05/22	19:10:00	15.891					
112	18/05/22	19:15:00	15.891					
113	18/05/22	19:20:00	15.891					
114	18/05/22	19:25:00	15.867					
115	18/05/22	19:30:00	15.867					
116	18/05/22	19:35:00	15.891					
117	18/05/22	19:40:00	15.891					
118	18/05/22	19:45:00	15.915					
119	18/05/22	19:50:00	15.915					
120	18/05/22	19:55:00	15.915					
121	18/05/22	20:00:00	15.915					
122	18/05/22	20:05:00	15.915					
123	18/05/22	20:10:00	15.915					
124	18/05/22	20:15:00	15.939					
125	18/05/22	20:20:00	15.915					
126	18/05/22	20:25:00	15.915					
127	18/05/22	20:30:00	15.915					
128	18/05/22	20:35:00	15.891					
129	18/05/22	20:40:00	15.891					
130	18/05/22	20:45:00	15.891					
131	18/05/22	20:50:00	15.891					
132	18/05/22	20:55:00	15.867					
133	18/05/22	21:00:00	15.867					
134	18/05/22	21:05:00	15.867					
135	18/05/22	21:10:00	15.867					
136	18/05/22	21:15:00	15.867					
137	18/05/22	21:20:00	15.867					
138	18/05/22	21:25:00	15.867					
139	18/05/22	21:30:00	15.867					
140	18/05/22	21:35:00	15.867					
141	18/05/22	21:40:00	15.867					
142	18/05/22	21:45:00	15.867					
143	18/05/22	21:50:00	15.867					
144	18/05/22	21:55:00	15.867					
145	18/05/22	22:00:00	15.867					
146	18/05/22	22:05:00	15.867					
147	18/05/22	22:10:00	15.867					
148	18/05/22	22:15:00	15.867					
149	18/05/22	22:20:00	15.867					
150	18/05/22	22:25:00	15.867					
151	18/05/22	22:30:00	15.867					
152	18/05/22	22:35:00	15.867					
153	18/05/22	22:40:00	15.867					
154	18/05/22	22:45:00	15.867					
155	18/05/22	22:50:00	15.867					
156	18/05/22	22:55:00	15.867					
157	18/05/22	23:00:00	15.843					
158	18/05/22	23:05:00	15.843					
159	18/05/22	23:10:00	15.772					
160	18/05/22	23:15:00	15.772					
161	18/05/22	23:20:00	15.772					
162	18/05/22	23:25:00	15.772					
163	18/05/22	23:30:00	15.724					
164	18/05/22	23:35:00	15.676					
165	18/05/22	23:40:00	15.652					
166	18/05/22	23:45:00	15.629					
167	18/05/22	23:50:00	15.676					
168	18/05/22	23:55:00	15.724					
169	19/05/22	00:00:00	15.748					
170	19/05/22	00:05:00	15.772					
171	19/05/22	00:10:00	15.676					
172	19/05/22	00:15:00	15.652					
173	19/05/22	00:20:00	15.676					
174	19/05/22	00:25:00	15.652					
175	19/05/22	00:30:00	15.652					
176	19/05/22	00:35:00	15.629					
177	19/05/22	00:40:00	15.652					
178	19/05/22	00:45:00	15.676					
179	19/05/22	00:50:00	15.700					
180	19/05/22	00:55:00	15.676					
181	19/05/22	01:00:00	15.724					
182	19/05/22	01:05:00	15.724					
183	19/05/22	01:10:00	15.772					
184	19/05/22	01:15:00	15.772					
185	19/05/22	01:20:00	15.772					
186	19/05/22	01:25:00	15.772					
187	19/05/22	01:30:00	15.772					
188	19/05/22	01:35:00	15.748					
189	19/05/22	01:40:00	15.772					
190	19/05/22	01:45:00	15.772					
191	19/05/22	01:50:00	15.772					
192	19/05/22	01:55:00	15.772					
193	19/05/22	02:00:00	15.772					
194	19/05/22	02:05:00	15.748					
195	19/05/22	02:10:00	15.748					
196	19/05/22	02:15:00	15.748					
197	19/05/22	02:20:00	15.772					
198	19/05/22	02:25:00	15.724					
199	19/05/22	02:30:00	15.724					
200	19/05/22	02:35:00	15.724					
201	19/05/22	02:40:00	15.724					
202	19/05/22	02:45:00	15.748					
203	19/05/22	02:50:00	15.748					
204	19/05/22	02:55:00	15.772					
205	19/05/22	03:00:00	15.772					
206	19/05/22	03:05:00	15.796					
207	19/05/22	03:10:00	15.796					
208	19/05/22	03:15:00	15.843					
209	19/05/22	03:20:00	15.891					
210	19/05/22	03:25:00	15.939					
211	19/05/22	03:30:00	15.939					
212	19/05/22	03:35:00	15.843					
213	19/05/22	03:40:00	15.796					
214	19/05/22	03:45:00	15.772					
215	19/05/22	03:50:00	15.772					
216	19/05/22	03:55:00	15.819					
217	19/05/22	04:00:00	15.724					
218	19/05/22	04:05:00	15.724					
219	19/05/22	04:10:00	15.772					
220	19/05/22	04:15:00	15.796					
221	19/05/22	04:20:00	15.819					
222	19/05/22	04:25:00	15.843					
223	19/05/22	04:30:00	15.867					
224	19/05/22	04:35:00	15.867					
225	19/05/22	04:40:00	15.796					
226	19/05/22	04:45:00	15.724					
227	19/05/22	04:50:00	15.676					
228	19/05/22	04:55:00	15.676					
229	19/05/22	05:00:00	15.676					
230	19/05/22	05:05:00	15.676					
231	19/05/22	05:10:00	15.676					
232	19/05/22	05:15:00	15.676					
233	19/05/22	05:20:00	15.676					
234	19/05/22	05:25:00	15.700					
235	19/05/22	05:30:00	15.700					
236	19/05/22	05:35:00	15.724					
237	19/05/22	05:40:00	15.724					
238	19/05/22	05:45:00	15.748					
239	19/05/22	05:50:00	15.748					
240	19/05/22	05:55:00	15.772					
241	19/05/22	06:00:00	15.772					
242	19/05/22	06:05:00	15.772					
243	19/05/22	06:10:00	15.772					
244	19/05/22	06:15:00	15.748					
245	19/05/22	06:20:00	15.724					
246	19/05/22	06:25:00	15.700					
247	19/05/22	06:30:00	15.652					
248	19/05/22	06:35:00	15.652					
249	19/05/22	06:40:00	15.629					
250	19/05/22	06:45:00	15.629					
251	19/05/22	06:50:00	15.652					
252	19/05/22	06:55:00	15.700					
253	19/05/22	07:00:00	15.724					
254	19/05/22	07:05:00	15.748					
255	19/05/22	07:10:00	15.819					
256	19/05/22	07:15:00	15.819					
257	19/05/22	07:20:00	15.843					
258	19/05/22	07:25:00	15.843					
259	19/05/22	07:30:00	15.891					
260	19/05/22	07:35:00	15.915					
261	19/05/22	07:40:00	15.915					
262	19/05/22	07:45:00	15.915					
263	19/05/22	07:50:00	15.915					
264	19/05/22	07:55:00	15.891					
265	19/05/22	08:00:00	15.891					
266	19/05/22	08:05:00	15.867					
267	19/05/22	08:10:00	15.867					
268	19/05/22	08:15:00	15.867					
269	19/05/22	08:20:00	15.867					
270	19/05/22	08:25:00	15.867					
271	19/05/22	08:30:00	15.867					
272	19/05/22	08:35:00	15.867					
273	19/05/22	08:40:00	15.867					
274	19/05/22	08:45:00	15.867					
275	19/05/22	08:50:00	15.867					
276	19/05/22	08:55:00	15.867					
277	19/05/22	09:00:00	15.867					
278	19/05/22	09:05:00	15.867					
279	19/05/22	09:10:00	15.867					
280	19/05/22	09:15:00	15.867					
281	19/05/22	09:20:00	15.867					
282	19/05/22	09:25:00	15.867					
283	19/05/22	09:30:00	15.867					
284	19/05/22	09:35:00	15.867					
285	19/05/22	09:40:00	15.867					
286	19/05/22	09:45:00	15.867					
287	19/05/22	09:50:00	15.867					
288	19/05/22	09:55:00	15.867					
289	19/05/22	10:00:00	15.867					
290	19/05/22	10:05:00	15.891					
291	19/05/22	10:10:00	15.915					
292	19/05/22	10:15:00	15.915					
293	19/05/22	10:20:00	15.915					
294	19/05/22	10:25:00	15.915					
295	19/05/22	10:30:00	15.915					
296	19/05/22	10:35:00	15.915					
297	19/05/22	10:40:00	15.891					
298	19/05/22	10:45:00	15.915					
299	19/05/22	10:50:00	15.915					
300	19/05/22	10:55:00	15.891					
301	19/05/22	11:00:00	15.891					
302	19/05/22	11:05:00	15.891					
303	19/05/22	11:10:00	15.891					
304	19/05/22	11:15:00	15.891					
305	19/05/22	11:20:00	15.891					
306	19/05/22	11:25:00	15.891					
307	19/05/22	11:30:00	15.891					
308	19/05/22	11:35:00	15.891					
309	19/05/22	11:40:00	15.891					
310	19/05/22	11:45:00	15.891					
311	19/05/22	11:50:00	15.891					
312	19/05/22	11:55:00	15.891					
313	19/05/22	12:00:00	15.891					
314	19/05/22	12:05:00	15.891					
315	19/05/22	12:10:00	15.891					
316	19/05/22	12:15:00	15.867					
317	19/05/22	12:20:00	15.867					
318	19/05/22	12:25:00	15.891					
319	19/05/22	12:30:00	15.891					
320	19/05/22	12:35:00	15.915					
321	19/05/22	12:40:00	15.915					
322	19/05/22	12:45:00	15.939					
323	19/05/22	12:50:00	15.963					
324	19/05/22	12:55:00	15.939					
325	19/05/22	13:00:00	15.939					
326	19/05/22	13:05:00	15.915					
327	19/05/22	13:10:00	15.891					
328	19/05/22	13:15:00	15.891					
329	19/05/22	13:20:00	15.867					
330	19/05/22	13:25:00	15.843					
331	19/05/22	13:30:00	15.867					
332	19/05/22	13:35:00	15.843					
333	19/05/22	13:40:00	15.867					
334	19/05/22	13:45:00	15.867					
335	19/05/22	13:50:00	15.819					
336	19/05/22	13:55:00	15.819					
337	19/05/22	14:00:00	15.796					
338	19/05/22	14:05:00	15.772					
339	19/05/22	14:10:00	15.772					
340	19/05/22	14:15:00	15.772					
341	19/05/22	14:20:00	15.772					
342	19/05/22	14:25:00	15.772					
343	19/05/22	14:30:00	15.796					
344	19/05/22	14:35:00	15.796					
345	19/05/22	14:40:00	15.819					
346	19/05/22	14:45:00	15.819					
347	19/05/22	14:50:00	15.819					
348	19/05/22	14:55:00	15.796					
349	19/05/22	15:00:00	15.724					
350	19/05/22	15:05:00	15.724					
351	19/05/22	15:10:00	15.748					
352	19/05/22	15:15:00	15.772					
353	19/05/22	15:20:00	15.796					
354	19/05/22	15:25:00	15.796					
355	19/05/22	15:30:00	15.796					
356	19/05/22	15:35:00	15.819					
357	19/05/22	15:40:00	15.819					
358	19/05/22	15:45:00	15.748					
359	19/05/22	15:50:00	15.724					
360	19/05/22	15:55:00	15.652					
361	19/05/22	16:00:00	15.581					
362	19/05/22	16:05:00	15.533					
363	19/05/22	16:10:00	15.533					
364	19/05/22	16:15:00	15.509					
365	19/05/22	16:20:00	15.485					
366	19/05/22	16:25:00	15.509					
367	19/05/22	16:30:00	15.533					
368	19/05/22	16:35:00	15.581					
369	19/05/22	16:40:00	15.629					
370	19/05/22	16:45:00	15.676					
371	19/05/22	16:50:00	15.700					
372	19/05/22	16:55:00	15.652					
373	19/05/22	17:00:00	15.629					
374	19/05/22	17:05:00	15.629					
375	19/05/22	17:10:00	15.605					
376	19/05/22	17:15:00	15.581					
377	19/05/22	17:20:00	15.581					
378	19/05/22	17:25:00	15.557					
379	19/05/22	17:30:00	15.533					
380	19/05/22	17:35:00	15.533					
381	19/05/22	17:40:00	15.533					
382	19/05/22	17:45:00	15.509					
383	19/05/22	17:50:00	15.509					
384	19/05/22	17:55:00	15.509					
385	19/05/22	18:00:00	15.485					
386	19/05/22	18:05:00	15.509					
387	19/05/22	18:10:00	15.509					
388	19/05/22	18:15:00	15.509					
389	19/05/22	18:20:00	15.533					
390	19/05/22	18:25:00	15.533					
391	19/05/22	18:30:00	15.533					
392	19/05/22	18:35:00	15.557					
393	19/05/22	18:40:00	15.581					
394	19/05/22	18:45:00	15.605					
395	19/05/22	18:50:00	15.629					
396	19/05/22	18:55:00	15.629					
397	19/05/22	19:00:00	15.629					
398	19/05/22	19:05:00	15.652					
399	19/05/22	19:10:00	15.676					
400	19/05/22	19:15:00	15.676					
401	19/05/22	19:20:00	15.629					
402	19/05/22	19:25:00	15.605					
403	19/05/22	19:30:00	15.581					
404	19/05/22	19:35:00	15.581					
405	19/05/22	19:40:00	15.557					
406	19/05/22	19:45:00	15.557					
407	19/05/22	19:50:00	15.533					
408	19/05/22	19:55:00	15.557					
409	19/05/22	20:00:00	15.557					
410	19/05/22	20:05:00	15.557					
411	19/05/22	20:10:00	15.557					
412	19/05/22	20:15:00	15.557					
413	19/05/22	20:20:00	15.557					
414	19/05/22	20:25:00	15.557					
415	19/05/22	20:30:00	15.557					
416	19/05/22	20:35:00	15.557					
417	19/05/22	20:40:00	15.581					
418	19/05/22	20:45:00	15.581					
419	19/05/22	20:50:00	15.605					
420	19/05/22	20:55:00	15.605					
421	19/05/22	21:00:00	15.629					
422	19/05/22	21:05:00	15.629					
423	19/05/22	21:10:00	15.629					
424	19/05/22	21:15:00	15.629					
425	19/05/22	21:20:00	15.629					
426	19/05/22	21:25:00	15.629					
427	19/05/22	21:30:00	15.629					
428	19/05/22	21:35:00	15.629					
429	19/05/22	21:40:00	15.629					
430	19/05/22	21:45:00	15.629					
431	19/05/22	21:50:00	15.629					
432	19/05/22	21:55:00	15.629					
433	19/05/22	22:00:00	15.652					
434	19/05/22	22:05:00	15.676					
435	19/05/22	22:10:00	15.700					
436	19/05/22	22:15:00	15.724					
437	19/05/22	22:20:00	15.748					
438	19/05/22	22:25:00	15.748					
439	19/05/22	22:30:00	15.748					
440	19/05/22	22:35:00	15.748					
441	19/05/22	22:40:00	15.748					
442	19/05/22	22:45:00	15.724					
443	19/05/22	22:50:00	15.724					
444	19/05/22	22:55:00	15.676					
445	19/05/22	23:00:00	15.652					
446	19/05/22	23:05:00	15.629					
447	19/05/22	23:10:00	15.629					
448	19/05/22	23:15:00	15.629					
449	19/05/22	23:20:00	15.652					
450	19/05/22	23:25:00	15.676					
451	19/05/22	23:30:00	15.724					
452	19/05/22	23:35:00	15.748					
453	19/05/22	23:40:00	15.748					
454	19/05/22	23:45:00	15.772					
455	19/05/22	23:50:00	15.772					
456	19/05/22	23:55:00	15.772					
457	20/05/22	00:00:00	15.772					
458	20/05/22	00:05:00	15.724					
459	20/05/22	00:10:00	15.700					
460	20/05/22	00:15:00	15.748					
461	20/05/22	00:20:00	15.748					
462	20/05/22	00:25:00	15.652					
463	20/05/22	00:30:00	15.605					
464	20/05/22	00:35:00	15.581					
465	20/05/22	00:40:00	15.557					
466	20/05/22	00:45:00	15.557					
467	20/05/22	00:50:00	15.557					
468	20/05/22	00:55:00	15.581					
469	20/05/22	01:00:00	15.629					
470	20/05/22	01:05:00	15.629					
471	20/05/22	01:10:00	15.652					
472	20/05/22	01:15:00	15.652					
473	20/05/22	01:20:00	15.676					
474	20/05/22	01:25:00	15.676					
475	20/05/22	01:30:00	15.724					
476	20/05/22	01:35:00	15.748					
477	20/05/22	01:40:00	15.772					
478	20/05/22	01:45:00	15.796					
479	20/05/22	01:50:00	15.819					
480	20/05/22	01:55:00	15.819					
481	20/05/22	02:00:00	15.796					
482	20/05/22	02:05:00	15.772					
483	20/05/22	02:10:00	15.772					
484	20/05/22	02:15:00	15.772					
485	20/05/22	02:20:00	15.772					
486	20/05/22	02:25:00	15.772					
487	20/05/22	02:30:00	15.772					
488	20/05/22	02:35:00	15.772					
489	20/05/22	02:40:00	15.772					
490	20/05/22	02:45:00	15.772					
491	20/05/22	02:50:00	15.772					
492	20/05/22	02:55:00	15.748					
493	20/05/22	03:00:00	15.748					
494	20/05/22	03:05:00	15.748					
495	20/05/22	03:10:00	15.748					
496	20/05/22	03:15:00	15.748					
497	20/05/22	03:20:00	15.748					
498	20/05/22	03:25:00	15.724					
499	20/05/22	03:30:00	15.724					
500	20/05/22	03:35:00	15.724					
501	20/05/22	03:40:00	15.724					
502	20/05/22	03:45:00	15.724					
503	20/05/22	03:50:00	15.748					
504	20/05/22	03:55:00	15.748					
505	20/05/22	04:00:00	15.748					
506	20/05/22	04:05:00	15.748					
507	20/05/22	04:10:00	15.748					
508	20/05/22	04:15:00	15.772					
509	20/05/22	04:20:00	15.772					
510	20/05/22	04:25:00	15.748					
511	20/05/22	04:30:00	15.748					
512	20/05/22	04:35:00	15.748					
513	20/05/22	04:40:00	15.772					
514	20/05/22	04:45:00	15.772					
515	20/05/22	04:50:00	15.772					
516	20/05/22	04:55:00	15.772					
517	20/05/22	05:00:00	15.772					
518	20/05/22	05:05:00	15.772					
519	20/05/22	05:10:00	15.772					
520	20/05/22	05:15:00	15.772					
521	20/05/22	05:20:00	15.772					
522	20/05/22	05:25:00	15.796					
523	20/05/22	05:30:00	15.796					
524	20/05/22	05:35:00	15.796					
525	20/05/22	05:40:00	15.796					
526	20/05/22	05:45:00	15.796					
527	20/05/22	05:50:00	15.796					
528	20/05/22	05:55:00	15.796					
529	20/05/22	06:00:00	15.796					
530	20/05/22	06:05:00	15.796					
531	20/05/22	06:10:00	15.796					
532	20/05/22	06:15:00	15.796					
533	20/05/22	06:20:00	15.796					
534	20/05/22	06:25:00	15.796					
535	20/05/22	06:30:00	15.819					
536	20/05/22	06:35:00	15.819					
537	20/05/22	06:40:00	15.819					
538	20/05/22	06:45:00	15.819					
539	20/05/22	06:50:00	15.819					
540	20/05/22	06:55:00	15.819					
541	20/05/22	07:00:00	15.819					
542	20/05/22	07:05:00	15.867					
543	20/05/22	07:10:00	15.843					
544	20/05/22	07:15:00	15.843					
545	20/05/22	07:20:00	15.819					
546	20/05/22	07:25:00	15.819					
547	20/05/22	07:30:00	15.819					
548	20/05/22	07:35:00	15.819					
549	20/05/22	07:40:00	15.819					
550	20/05/22	07:45:00	15.819					
551	20/05/22	07:50:00	15.772					
552	20/05/22	07:55:00	15.748					
553	20/05/22	08:00:00	15.724					
554	20/05/22	08:05:00	15.724					
555	20/05/22	08:10:00	15.700					
556	20/05/22	08:15:00	15.700					
557	20/05/22	08:20:00	15.700					
558	20/05/22	08:25:00	15.676					
559	20/05/22	08:30:00	15.676					
560	20/05/22	08:35:00	15.676					
561	20/05/22	08:40:00	15.676					
562	20/05/22	08:45:00	15.676					
563	20/05/22	08:50:00	15.676					
564	20/05/22	08:55:00	15.676					
565	20/05/22	09:00:00	15.700					
566	20/05/22	09:05:00	15.700					
567	20/05/22	09:10:00	15.700					
568	20/05/22	09:15:00	15.700					
569	20/05/22	09:20:00	15.700					
570	20/05/22	09:25:00	15.700					
571	20/05/22	09:30:00	15.700					
572	20/05/22	09:35:00	15.676					
573	20/05/22	09:40:00	15.676					
574	20/05/22	09:45:00	15.676					
575	20/05/22	09:50:00	15.676					
576	20/05/22	09:55:00	15.772					
577	20/05/22	10:00:00	15.843					
578	20/05/22	10:05:00	15.867					
579	20/05/22	10:10:00	15.867					
580	20/05/22	10:15:00	15.891					
581	20/05/22	10:20:00	15.891					
582	20/05/22	10:25:00	15.891					
583	20/05/22	10:30:00	15.891					
584	20/05/22	10:35:00	15.891					
585	20/05/22	10:40:00	15.915					
586	20/05/22	10:45:00	15.915					
587	20/05/22	10:50:00	15.915					
588	20/05/22	10:55:00	15.915					
589	20/05/22	11:00:00	15.915					
590	20/05/22	11:05:00	15.915					
591	20/05/22	11:10:00	15.915					
592	20/05/22	11:15:00	15.915					
593	20/05/22	11:20:00	15.986					
594	20/05/22	11:25:00	16.034					
595	20/05/22	11:30:00	16.058					
596	20/05/22	11:35:00	16.082					
597	20/05/22	11:40:00	16.082					
598	20/05/22	11:45:00	16.082					
599	20/05/22	11:50:00	16.058					
600	20/05/22	11:55:00	16.034					
601	20/05/22	12:00:00	16.034					
602	20/05/22	12:05:00	16.034					
603	20/05/22	12:10:00	16.010					
604	20/05/22	12:15:00	16.010					
605	20/05/22	12:20:00	16.010					
606	20/05/22	12:25:00	16.010					
607	20/05/22	12:30:00	16.010					
608	20/05/22	12:35:00	16.010					
609	20/05/22	12:40:00	16.010					
610	20/05/22	12:45:00	16.010					
611	20/05/22	12:50:00	16.010					
612	20/05/22	12:55:00	16.010					
613	20/05/22	13:00:00	16.034					
614	20/05/22	13:05:00	16.034					
615	20/05/22	13:10:00	16.034					
616	20/05/22	13:15:00	16.034					
617	20/05/22	13:20:00	16.034					
618	20/05/22	13:25:00	16.034					
619	20/05/22	13:30:00	16.058					
620	20/05/22	13:35:00	16.058					
621	20/05/22	13:40:00	16.034					
622	20/05/22	13:45:00	16.034					
623	20/05/22	13:50:00	16.058					
624	20/05/22	13:55:00	16.058					
625	20/05/22	14:00:00	16.058					
626	20/05/22	14:05:00	16.058					
627	20/05/22	14:10:00	16.058					
628	20/05/22	14:15:00	16.058					
629	20/05/22	14:20:00	16.058					
630	20/05/22	14:25:00	16.034					
631	20/05/22	14:30:00	16.034					
632	20/05/22	14:35:00	16.034					
633	20/05/22	14:40:00	16.034					
634	20/05/22	14:45:00	16.034					
635	20/05/22	14:50:00	16.010					
636	20/05/22	14:55:00	16.034					
637	20/05/22	15:00:00	16.010					
638	20/05/22	15:05:00	15.963					
639	20/05/22	15:10:00	15.963					
640	20/05/22	15:15:00	15.915					
641	20/05/22	15:20:00	15.915					
642	20/05/22	15:25:00	15.915					
643	20/05/22	15:30:00	15.915					
644	20/05/22	15:35:00	15.939					
645	20/05/22	15:40:00	15.939					
646	20/05/22	15:45:00	15.939					
647	20/05/22	15:50:00	15.939					
648	20/05/22	15:55:00	15.963					
649	20/05/22	16:00:00	15.963					
650	20/05/22	16:05:00	15.986					
651	20/05/22	16:10:00	15.986					
652	20/05/22	16:15:00	15.986					
653	20/05/22	16:20:00	15.986					
654	20/05/22	16:25:00	15.986					
655	20/05/22	16:30:00	15.986					
656	20/05/22	16:35:00	15.986					
657	20/05/22	16:40:00	16.010					
658	20/05/22	16:45:00	16.010					
659	20/05/22	16:50:00	16.010					
660	20/05/22	16:55:00	16.010					
661	20/05/22	17:00:00	16.010					
662	20/05/22	17:05:00	16.010					
663	20/05/22	17:10:00	16.010					
664	20/05/22	17:15:00	16.010					
665	20/05/22	17:20:00	16.010					
666	20/05/22	17:25:00	16.010					
667	20/05/22	17:30:00	16.010					
668	20/05/22	17:35:00	16.010					
669	20/05/22	17:40:00	16.010					
670	20/05/22	17:45:00	16.010					
671	20/05/22	17:50:00	16.010					
672	20/05/22	17:55:00	16.010					
673	20/05/22	18:00:00	15.986					
674	20/05/22	18:05:00	15.986					
675	20/05/22	18:10:00	15.986					
676	20/05/22	18:15:00	15.986					
677	20/05/22	18:20:00	15.963					
678	20/05/22	18:25:00	15.963					
679	20/05/22	18:30:00	15.963					
680	20/05/22	18:35:00	15.963					
681	20/05/22	18:40:00	15.963					
682	20/05/22	18:45:00	15.963					
683	20/05/22	18:50:00	15.963					
684	20/05/22	18:55:00	15.963					
685	20/05/22	19:00:00	15.963					
686	20/05/22	19:05:00	15.963					
687	20/05/22	19:10:00	15.963					
688	20/05/22	19:15:00	15.986					
689	20/05/22	19:20:00	15.986					
690	20/05/22	19:25:00	15.986					
691	20/05/22	19:30:00	15.986					
692	20/05/22	19:35:00	16.010					
693	20/05/22	19:40:00	16.010					
694	20/05/22	19:45:00	15.986					
695	20/05/22	19:50:00	15.986					
696	20/05/22	19:55:00	16.010					
697	20/05/22	20:00:00	16.010					
698	20/05/22	20:05:00	16.010					
699	20/05/22	20:10:00	16.010					
700	20/05/22	20:15:00	16.010					
701	20/05/22	20:20:00	16.010					
702	20/05/22	20:25:00	16.010					
703	20/05/22	20:30:00	16.010					
704	20/05/22	20:35:00	16.010					
705	20/05/22	20:40:00	15.915					
706	20/05/22	20:45:00	15.867					
707	20/05/22	20:50:00	15.891					
708	20/05/22	20:55:00	15.915					
709	20/05/22	21:00:00	15.867					
710	20/05/22	21:05:00	15.867					
